"","HUC12","Name","DA_km2","TotDA_km2","Percent_PA","Amblema_elliottii_rep001","Amblema_elliottii_rep002","Amblema_elliottii_rep003","Campeloma_regulare_rep001","Campeloma_regulare_rep002","Campeloma_regulare_rep003","Cyprinella_caerulea_rep001","Cyprinella_caerulea_rep002","Cyprinella_caerulea_rep003","Elliptio_arca_rep001","Elliptio_arca_rep002","Elliptio_arca_rep003","Elliptio_arctata_rep001","Elliptio_arctata_rep002","Elliptio_arctata_rep003","Etheostoma_brevirostrum_rep001","Etheostoma_brevirostrum_rep002","Etheostoma_brevirostrum_rep003","Etheostoma_ditrema_rep001","Etheostoma_ditrema_rep002","Etheostoma_ditrema_rep003","Etheostoma_etowahae_rep001","Etheostoma_etowahae_rep002","Etheostoma_etowahae_rep003","Etheostoma_rupestre_rep001","Etheostoma_rupestre_rep002","Etheostoma_rupestre_rep003","Etheostoma_scotti_rep001","Etheostoma_scotti_rep002","Etheostoma_scotti_rep003","Etheostoma_trisella_rep001","Etheostoma_trisella_rep002","Etheostoma_trisella_rep003","Hamiota_altilis_rep001","Hamiota_altilis_rep002","Hamiota_altilis_rep003","Hybopsis_lineapunctata_rep001","Hybopsis_lineapunctata_rep002","Hybopsis_lineapunctata_rep003","Lampetra_aepyptera_rep001","Lampetra_aepyptera_rep002","Lampetra_aepyptera_rep003","Lythrurus_lirus_rep001","Lythrurus_lirus_rep002","Lythrurus_lirus_rep003","Macrhybopsis_etnieri_rep001","Macrhybopsis_etnieri_rep002","Macrhybopsis_etnieri_rep003","Macrhybopsis_storeriana_rep001","Macrhybopsis_storeriana_rep002","Macrhybopsis_storeriana_rep003","Moxostoma_carinatum_rep001","Moxostoma_carinatum_rep002","Moxostoma_carinatum_rep003","Notropis_asperifrons_rep001","Notropis_asperifrons_rep002","Notropis_asperifrons_rep003","Noturus_munitus_rep001","Noturus_munitus_rep002","Noturus_munitus_rep003","Percina_antesella_rep001","Percina_antesella_rep002","Percina_antesella_rep003","Pleurobema_georgianum_rep001","Pleurobema_georgianum_rep002","Pleurobema_georgianum_rep003","Cambarus_conasaugaensis_rep001","Cambarus_conasaugaensis_rep002","Cambarus_conasaugaensis_rep003","Cambarus_coosawattae_rep001","Cambarus_coosawattae_rep002","Cambarus_coosawattae_rep003","Cambarus_fasciatus_rep001","Cambarus_fasciatus_rep002","Cambarus_fasciatus_rep003","Cambarus_speciosus_rep001","Cambarus_speciosus_rep002","Cambarus_speciosus_rep003","Lampsilis_straminea_rep001","Lampsilis_straminea_rep002","Lampsilis_straminea_rep003","Quadrula_rumphiana_rep001","Quadrula_rumphiana_rep002","Quadrula_rumphiana_rep003","Pleurobema_decisum_rep001","Pleurobema_decisum_rep002","Pleurobema_decisum_rep003","Villosa_vanuxemensis_rep001","Villosa_vanuxemensis_rep002","Villosa_vanuxemensis_rep003","Elimia_caelatura_rep001","Elimia_caelatura_rep002","Elimia_caelatura_rep003","Acipenser_fulvescens_rep001","Acipenser_fulvescens_rep002","Acipenser_fulvescens_rep003","Cambarus_cymatilis_rep001","Cambarus_cymatilis_rep002","Cambarus_cymatilis_rep003","Cambarus_manningi_rep001","Cambarus_manningi_rep002","Cambarus_manningi_rep003","Cambarus_stockeri_rep001","Cambarus_stockeri_rep002","Cambarus_stockeri_rep003","Percina_aurolineata_rep001","Percina_aurolineata_rep002","Percina_aurolineata_rep003","Cyclonaias_asperata_rep001","Cyclonaias_asperata_rep002","Cyclonaias_asperata_rep003","Cyclonaias_kieneriana_rep001","Cyclonaias_kieneriana_rep002","Cyclonaias_kieneriana_rep003","Elimia_ornata_rep001","Elimia_ornata_rep002","Elimia_ornata_rep003","Epioblasma_metastriata_rep001","Epioblasma_metastriata_rep002","Epioblasma_metastriata_rep003","Epioblasma_othcaloogensis_rep001","Epioblasma_othcaloogensis_rep002","Epioblasma_othcaloogensis_rep003","Epioblasma_penita_rep001","Epioblasma_penita_rep002","Epioblasma_penita_rep003","Hiodon_tergisus_rep001","Hiodon_tergisus_rep002","Hiodon_tergisus_rep003","Lasmigona_etowaensis_rep001","Lasmigona_etowaensis_rep002","Lasmigona_etowaensis_rep003","Leptoxis_foremani_rep001","Leptoxis_foremani_rep002","Leptoxis_foremani_rep003","Lioplax_cyclostomaformis_rep001","Lioplax_cyclostomaformis_rep002","Lioplax_cyclostomaformis_rep003","Medionidus_acutissimus_rep001","Medionidus_acutissimus_rep002","Medionidus_acutissimus_rep003","Medionidus_parvulus_rep001","Medionidus_parvulus_rep002","Medionidus_parvulus_rep003","Percina_kusha_rep001","Percina_kusha_rep002","Percina_kusha_rep003","Percina_lenticula_rep001","Percina_lenticula_rep002","Percina_lenticula_rep003","Percina_jenkinsi_rep001","Percina_jenkinsi_rep002","Percina_jenkinsi_rep003","Villosa_nebulosa_rep001","Villosa_nebulosa_rep002","Villosa_nebulosa_rep003","Percina_shumardi_rep001","Percina_shumardi_rep002","Percina_shumardi_rep003","Pleurobema_hanleyianum_rep001","Pleurobema_hanleyianum_rep002","Pleurobema_hanleyianum_rep003","Pleurobema_hartmanianum_rep001","Pleurobema_hartmanianum_rep002","Pleurobema_hartmanianum_rep003","Pleurocera_pyrenella_rep001","Pleurocera_pyrenella_rep002","Pleurocera_pyrenella_rep003","Pleurocera_showalteri_rep001","Pleurocera_showalteri_rep002","Pleurocera_showalteri_rep003","Pleurocera_vestita_rep001","Pleurocera_vestita_rep002","Pleurocera_vestita_rep003","Potamilus_purpuratus_rep001","Potamilus_purpuratus_rep002","Potamilus_purpuratus_rep003","Pseudodontoideus_connasaugaensis_rep001","Pseudodontoideus_connasaugaensis_rep002","Pseudodontoideus_connasaugaensis_rep003","Ptychobranchus_foremanianus_rep001","Ptychobranchus_foremanianus_rep002","Ptychobranchus_foremanianus_rep003","Villosa_umbrans_rep001","Villosa_umbrans_rep002","Villosa_umbrans_rep003","Etheostoma_brevirostrum_Etowah_rep001","Etheostoma_brevirostrum_Etowah_rep002","Etheostoma_brevirostrum_Etowah_rep003","Percina_kusha_Etowah_rep001","Percina_kusha_Etowah_rep002","Percina_kusha_Etowah_rep003","Percina_antesella_Etowah_rep001","Percina_antesella_Etowah_rep002","Percina_antesella_Etowah_rep003","Noturus_munitus_Etowah_rep001","Noturus_munitus_Etowah_rep002","Noturus_munitus_Etowah_rep003","Percina_lenticula_Etowah_rep001","Percina_lenticula_Etowah_rep002","Percina_lenticula_Etowah_rep003"
"163","031501041104","Possum Creek",55.00896798,54.882,0.071370206829,0,0,0,0,0.016,0.89,0,0,0,0,0.00046,0.62,0,0,0,0,0,0,0,0,0,0,3.8e-10,0.0017,0,6.6e-07,0.36,1,1,1,0,0,0,0,0,0,0,8.1e-07,0.1,0,1.9e-16,0.00039,0,4.5e-08,0.12,0,6.7e-25,0.003,0,1.8e-06,0.017,0,2.2e-13,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5e-05,0.047,0,1.7e-08,0.17,0,5e-09,0.44,0,2.3e-05,0.017,0,4.9e-14,1
"164","031501041105","Westbrook Creek-Pumpkinvine Creek",68.79257314,364.0689,0.0223554163818,0,0,0,0,0.052,0.99,0,0,0,0,0.009,0.99,0,0,0,0,0,0,0,0,0,0,0.0059,0.71,0,4.8e-05,0.019,1,1,1,0,0,0,0,0,0,1,1,1,0,0.0011,0.45,0,4.1e-05,0.9,0,1e-07,0.87,0,0.001,0.42,0,3.4e-06,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055,0.17,0,0.00048,0.97,0,0.00033,1,0,1.6e-05,0.24,0,0.015,1
"165","031501041201","Upper Racoon Creek",38.9712618,29.5515,0.759952809719,0,0,0,0,0.011,0.97,0,0,0,0,0.0011,0.93,0,0,0,0,0,0,0,0,0,1,1,1,0,3.4e-11,0.00061,1,1,1,0,0,0,0,0,0,1,1,1,0,6.1e-06,0.066,0,1e-07,0.13,0,8.2e-09,0.013,0,1.8e-06,0.083,0,1.1e-11,0.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8e-16,1.8e-06,0,2.3e-06,0.32,0,4.2e-07,1,0,1.9e-05,0.047,0,3.6e-19,1
"166","031501041202","Middle Racoon Creek",44.29692956,61.0605,0.549740481818,0,0,0,0,0.016,0.98,0,0,0,0,0.0011,0.93,0,0,0,0,0,0,0,0,0,1,1,1,0,4.3e-17,6.8e-09,1,1,1,0,0,0,0,0,0,0,2e-08,0.047,0,0.00017,0.027,0,1.1e-09,0.0072,0,3.4e-15,5.3e-08,0,8.5e-08,0.0047,0,3.4e-16,1.3e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04,5e-09,0,0.00029,0.25,0,1.5e-10,0.89,0,9.7e-05,0.21,0,0,1
"167","031501041203","Lower Racoon Creek",59.5495449,142.4925,0.212368854012,0,0,0,0,0.047,0.99,0,0,0,0,0.0015,0.94,0,0,0,0,0,0,0,0,0,1,1,1,0,3.1e-07,2e-08,1,1,1,0,0,0,0,0,0,0,2.7e-06,0.2,0,0.00022,0.063,0,0.0024,0.88,0,8.4e-11,7.7e-07,0,0.0023,0.015,0,2.2e-12,1.6e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9e-07,8.7e-06,0,6.5e-06,0.37,0,1.5e-05,0.95,0,2.5e-05,0.038,0,3.2e-09,1
"168","031501041301","Ward Creek-Etowah River",74.91142546,3337.3863,0.0355957788935,0,0,0,0,0.11,1,0,0,0,0,0.99,1,0,0,0,0,0,0,0,0,0,0,0.027,0.98,0,6.5e-05,0.057,1,1,1,0,0,0,0,0,0,0,2.1e-05,0.73,0,7.1e-07,0.024,0,1.8e-06,0.46,0,0.0061,0.97,0,0.0073,0.29,0,0.00031,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034,0.19,0,0.00033,0.93,0,0.035,1,0,1.3e-06,0.22,0,0.0082,1
"169","031501041302","Nancy Creek",37.15422166,37.0764,0.00329278677461,0,0,0,0,0.0046,0.86,0,0,0,0,0.00052,0.86,0,0,0,0,0,0,0,0,0,0,1.4e-05,0.75,0,2.7e-09,0.00052,1,1,1,0,0,0,0,0,0,0,1e-06,0.79,0,0.0012,0.93,0,1.9e-05,0.89,0,2e-09,0.95,0,7.9e-05,0.37,0,5.3e-08,0.0079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1e-07,0.16,0,2e-04,0.96,0,6.7e-05,1,0,0.0032,0.72,0,4.4e-18,1
"170","031501041303","Pettit Creek",110.24860698,146.6973,0.0543813513184,0,0,0,0,0.045,0.97,0,0,0,0,0.0015,0.95,0,0,0,0,0,0,0,0,0,0,0.005,0.87,0,7.4e-06,0.00025,1,1,1,0,0,0,0,0,0,0,1.4e-05,0.87,0,0.00085,0.81,0,1.7e-05,0.89,0,1.1e-12,0.29,0,0.00014,0.36,0,8e-08,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062,0.57,0,0.0044,0.99,0,0.001,1,0,0.0019,0.44,0,1.8e-06,1
"171","031501041304","Richland Creek-Etowah River",54.31290806,3681.1197,0.0169970065125,0,0,0,0,0.02,0.98,0,0,0,0,0.94,1,0,0,0,0,0,0,0,0,0,0,5.5e-08,0.73,0,0.0036,0.97,1,1,1,0,0,0,0,0,0,0,1.4e-06,0.71,0,0.00013,0.4,0,0.00039,0.99,0,4.2e-05,1,0,0.0076,0.88,0,0.00033,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-10,0.031,0,8.4e-06,0.77,0,0.0012,1,0,1.1e-09,0.44,0,0.0024,1
"172","031501041401","Headwaters Euharlee Creek",63.37787446,63.2025,0.0337475907372,0,0,0,1,1,1,0,0,0,0,0.0013,0.94,0,0,0,0,0,0,0,0,0,0,0.00031,0.42,0,2.1e-06,0.013,0,0.099,0.57,0,0,0,1,1,1,0,9.7e-06,0.89,0,0.00075,0.74,0,5.8e-05,0.91,0,1.4e-06,0.59,0,5.4e-05,0.46,0,9.7e-08,0.0087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.00073,0.69,0,7.9e-05,0.84,0,1.7e-05,1,0,0.005,0.58,0,1.4e-13,1
"173","031501041402","Simpson Creek",44.83516194,44.7093,0,0,0,0,0,0.0034,0.89,0,0,0,0,0.0017,0.95,0,0,0,0,0,0,0,0,0,0,0.00011,0.89,0,1.1e-05,0.26,0,0.035,0.26,0,0,0,0,0,0,0,1.6e-05,0.94,0,0.00069,0.84,0,2.7e-05,0.89,0,0.00012,0.99,0,0.00011,0.6,0,7.2e-06,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6e-07,0.24,0,0.00037,0.95,0,1.7e-05,1,0,0.0016,0.84,0,1.8e-17,1
"174","031501041403","Fish Creek",65.32441412,65.1465,0,0,0,0,0,0.011,0.96,0,0,0,0,0.00076,0.89,0,0,0,0,0,0,0,0,0,0,0.0033,0.94,0,3.4e-05,0.48,0,0.0038,0.21,0,0,0,0,0,0,0,3.5e-05,0.98,0,0.00079,0.9,0,0.00057,1,0,4.4e-05,1,0,0.00087,0.88,0,3.1e-05,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1e-06,0.33,0,0.00022,0.95,0,0.0051,1,0,0.0068,0.9,0,7.1e-13,1
"175","031501041404","Upper Euharlee Creek",38.39256082,143.0073,0.00568225968905,0,0,0,1,1,1,0,0,0,0,0.00027,0.58,0,0,0,0,0,0,0,0,0,0,0.005,0.99,0,0.0021,1,0,0.03,0.72,0,0,0,0,0,0,0,8.4e-05,0.99,0,0.00054,0.94,0,0.0017,1,0,0.0052,1,0,0.001,0.95,0,0.0011,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,0.69,0,0.005,1,0,0.001,1,0,0.015,0.99,0,2.3e-07,1
"176","031501041405","Middle Euharlee Creek",105.43284358,316.548,0.00999538430478,0,0,0,0,0.045,0.99,0,0,0,0,0.0011,0.92,0,0,0,0,0,0,0,0,0,0,0.012,0.97,0,0.00019,0.47,0,0.0048,0.27,0,0,0,0,0,0,0,5.1e-05,0.95,0,0.0026,0.95,0,0.0014,0.99,0,0.00051,0.99,0,0.003,0.93,0,0.00011,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7e-06,0.29,0,0.0037,0.99,0,0.00049,1,0,0.00035,0.77,0,0.0044,1
"177","031501041406","Hills Creek",71.86818674,71.5968,0.248104353159,0,0,0,0,0.029,0.98,0,0,0,0,0.0015,0.94,0,0,0,0,0,0,0,0,0,0,0.0014,0.12,0,0.00018,0.0013,0,0.071,0.56,0,0,0,0,0,0,0,1.3e-05,0.84,0,0.001,0.56,0,0.00058,0.92,0,1.9e-07,0.067,0,0.00012,0.4,0,2.2e-08,0.00089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5e-05,0.17,0,0.012,0.96,0,0.00012,1,0,0.0057,0.29,0,6.1e-13,1
"178","031501041407","Lower Euharlee Creek",70.14827124,458.1315,0.0960893006191,0,0,0,0,0.034,0.97,0,0,0,0,0.76,1,0,0,0,0,0,0,0,0,0,0,0.0044,0.97,0,0.046,0.97,0,0.025,0.56,0,0,0,0,0,0,0,2.1e-05,0.94,0,0.0012,0.92,0,0.00065,1,0,0.027,1,1,1,1,0,0.026,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0.81,0,2e-04,0.95,0,0.0071,1,0,0.0012,0.92,0,0.049,1
"179","031501041501","Stiles Creek-Etowah River",39.06838644,4161.2571,0,0,0,0,0,0.013,0.94,0,0,0,0,0.94,1,0,0,0,0,0,0,0,0,0,0,4.8e-05,0.79,0,0.0047,0.15,0,0.0011,0.086,0,0,0,0,0,0,0,6.6e-07,0.78,0,0.00013,0.9,0,0.0016,1,0,1.3e-05,0.74,1,1,1,0,5.6e-06,0.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1e-06,0.099,0,0.00016,0.91,0,5.3e-05,1,0,4.8e-13,0.15,0,9.4e-05,1
"180","031501041502","Upper Two Run Creek",35.7742424,35.712,0,0,0,0,0,0.0078,0.95,0,0,0,0,0.00012,0.37,0,0,0,0,0,0,0,0,0,0,0.0026,0.94,0,1.7e-05,0.6,0,0.022,0.57,0,0,0,0,0,0,0,6.1e-06,0.93,0,0.00082,0.91,0,0.00021,0.99,0,5.9e-06,0.99,0,0.00014,0.75,0,1e-05,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2e-06,0.17,0,3.6e-05,0.84,0,0.00012,1,0,0.013,0.96,0,5.3e-17,1
"181","031501041503","Mud Creek-Clear Creek",39.97892994,39.8736,0,0,0,0,0,0.02,0.98,0,0,0,0,0.0019,0.9,0,0,0,0,0,0,0,0,0,0,1.5e-05,0.69,0,2.6e-10,4.2e-05,0,0.00019,0.0083,0,0,0,0,0,0,0,0.051,0.71,0,0.0011,0.58,1,1,1,0,1.2e-06,0.52,0,3e-05,0.097,0,6.3e-09,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3e-11,0.013,0,1.4e-05,0.76,0,0.023,1,0,0.015,0.63,0,5.2e-19,1
"182","031501041504","Lower Two Run Creek",56.16636994,131.6205,0.00775243090168,0,0,0,1,1,1,0,0,0,0,0.00058,0.87,0,0,0,0,0,0,0,0,0,0,0.00082,0.89,0,1.5e-06,0.061,0,0.0065,0.34,0,0,0,0,0,0,0,1.1e-05,0.95,0,0.0016,0.89,0,7.2e-05,0.97,0,3e-06,0.89,0,0.00075,0.86,0,4.1e-06,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.00016,0.68,0,0.0056,1,0,0.00021,1,0,0.028,0.98,0,5.3e-08,1
